updateDate	line	rule	project	effort	type	cleanCodeAttribute	internalTags	issueStatus	flows	scope	key	severity	comments	author	fromSonarQubeUpdate	cleanCodeAttributeCategory	linkedTicketStatus	messageFormattings	impacts	message	creationDate	quickFixAvailable	tags	codeVariants	component	prioritizedRule	textRange	debt	hash	status
2026-06-17T16:41:58+0000	23.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	8aba41b9-55ab-4561-b666-9ba752e7853a	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'http' is never reassigned; mark it as `readonly`.	2026-06-16T19:54:29+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/core/api/services/tenant.api.ts	false	{startLine=23.0, endLine=23.0, startOffset=2.0, endOffset=14.0}	2min	63cc803613421d5da8f3b6e2de87ff13	OPEN
2026-06-17T16:41:58+0000	33.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	9abe12f6-a759-49a1-9529-ac71b4b0a96e	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'http' is never reassigned; mark it as `readonly`.	2026-06-16T19:54:29+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/core/api/services/user-tenant-role.api.ts	false	{startLine=33.0, endLine=33.0, startOffset=2.0, endOffset=14.0}	2min	63cc803613421d5da8f3b6e2de87ff13	OPEN
2026-06-17T16:41:58+0000	79.0	Web:S6819	com.carajillolabs:sif-web	5min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	22584614-b8ca-460e-b57a-9364377ddb48	MAJOR		ivan.duart@grupogimeno.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Use <button> or <input> instead of the button role to ensure accessibility across all devices.	2026-06-16T19:54:29+0000	false	"accessibility / "		com.carajillolabs:sif-web:src/app/features/appointments/appointments.page.html	false	{startLine=79.0, endLine=84.0, startOffset=16.0, endOffset=32.0}	5min	d90c26198ff23a5c54f81269ceed5c01	OPEN
2026-06-17T16:41:58+0000	77.0	Web:S6819	com.carajillolabs:sif-web	5min	CODE_SMELL	CONVENTIONAL		OPEN		MAIN	1169bfac-aa56-48ae-8c9a-fd53e4942d14	MAJOR		ivan.duart@grupogimeno.com	false	CONSISTENT	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Use <button> or <input> instead of the button role to ensure accessibility across all devices.	2026-06-16T19:54:29+0000	false	"accessibility / "		com.carajillolabs:sif-web:src/app/features/tenant/dashboard/tenant-dashboard.component.html	false	{startLine=77.0, endLine=82.0, startOffset=18.0, endOffset=34.0}	5min	d90c26198ff23a5c54f81269ceed5c01	OPEN
2026-06-17T16:41:58+0000	20.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	0f2094f3-c066-4aab-bf24-0744585499e2	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'fb' is never reassigned; mark it as `readonly`.	2026-06-16T19:54:29+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/users/assign-menu-template.dialog.ts	false	{startLine=20.0, endLine=20.0, startOffset=2.0, endOffset=12.0}	2min	38fc3aa3201be3fc0d2eca460eced79f	OPEN
2026-06-17T16:41:58+0000	21.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	f09bf65e-eee5-45b3-8cea-151219a74224	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'templateService' is never reassigned; mark it as `readonly`.	2026-06-16T19:54:29+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/users/assign-menu-template.dialog.ts	false	{startLine=21.0, endLine=21.0, startOffset=2.0, endOffset=25.0}	2min	ca7ad36b323e8274c5dce83940df7f01	OPEN
2026-06-17T16:41:58+0000	22.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	f30de40a-5375-4607-87b1-1c4d35b694e8	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'tenantCtx' is never reassigned; mark it as `readonly`.	2026-06-16T19:54:29+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/users/assign-menu-template.dialog.ts	false	{startLine=22.0, endLine=22.0, startOffset=2.0, endOffset=19.0}	2min	fe261700e8e5053e3822d6b04530b92a	OPEN
2026-06-17T16:41:58+0000	52.0	typescript:S4325	com.carajillolabs:sif-web	1min	CODE_SMELL	CLEAR		OPEN		MAIN	a0610d48-7548-4c93-964e-cccdfc4dedc1	MINOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	This assertion is unnecessary since the receiver accepts the original type of the expression.	2026-06-16T19:54:29+0000	true	"type-dependent / redundant / "		com.carajillolabs:sif-web:src/app/layout/shell/shell.ts	false	{startLine=52.0, endLine=52.0, startOffset=20.0, endOffset=48.0}	1min	29a06781a756b0045b32ff86378cefd6	OPEN
2026-06-17T16:41:58+0000	57.0	typescript:S4325	com.carajillolabs:sif-web	1min	CODE_SMELL	CLEAR		OPEN		MAIN	489e1325-9542-447d-a393-2ad13ce6bfce	MINOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=LOW} / "	This assertion is unnecessary since the receiver accepts the original type of the expression.	2026-06-16T19:54:29+0000	true	"type-dependent / redundant / "		com.carajillolabs:sif-web:src/app/layout/shell/shell.ts	false	{startLine=57.0, endLine=57.0, startOffset=20.0, endOffset=48.0}	1min	29a06781a756b0045b32ff86378cefd6	OPEN
2026-06-17T16:41:58+0000	26.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	9caaac46-2114-43d7-96ec-e2fcd3a9e65a	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'fb' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-action.dialog.ts	false	{startLine=26.0, endLine=26.0, startOffset=2.0, endOffset=12.0}	2min	38fc3aa3201be3fc0d2eca460eced79f	OPEN
2026-06-17T16:41:58+0000	27.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	a87d2420-0959-4932-9d64-b7dc2d99e05e	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'appointmentService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-action.dialog.ts	false	{startLine=27.0, endLine=27.0, startOffset=2.0, endOffset=28.0}	2min	353c834503f1b0c1b89915a454574253	OPEN
2026-06-17T16:41:58+0000	28.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	49262589-5de8-48b8-bdb0-f341d48d2868	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'appointmentTypeService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-action.dialog.ts	false	{startLine=28.0, endLine=28.0, startOffset=2.0, endOffset=32.0}	2min	55d06ae9736943c887832820734ef96e	OPEN
2026-06-17T16:41:58+0000	29.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	2640f3df-8cb3-4baa-90b0-b2588f5b75ce	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'tenantCtx' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-action.dialog.ts	false	{startLine=29.0, endLine=29.0, startOffset=2.0, endOffset=19.0}	2min	fe261700e8e5053e3822d6b04530b92a	OPEN
2026-06-17T16:41:58+0000	30.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	124fa980-7dfa-4aab-81c8-4b7a72a0e1cf	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'confirmationService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-action.dialog.ts	false	{startLine=30.0, endLine=30.0, startOffset=2.0, endOffset=29.0}	2min	a093270cc09d8e570ee6da1e1e077f33	OPEN
2026-06-17T16:41:58+0000	31.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	af07b1bf-7ffd-4d63-9af2-d0f5baa69a0c	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'messageService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-action.dialog.ts	false	{startLine=31.0, endLine=31.0, startOffset=2.0, endOffset=24.0}	2min	36df480421b23553d28f976884da29c3	OPEN
2026-06-17T16:41:58+0000	32.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	248b0d74-3347-4767-a427-124e5f70a721	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'transloco' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-action.dialog.ts	false	{startLine=32.0, endLine=32.0, startOffset=2.0, endOffset=19.0}	2min	0ed583e5ec892474e0aff3b9706bf85a	OPEN
2026-06-17T16:41:58+0000	26.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	8547832a-83a1-4609-9b3e-dd0c9553bb64	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'fb' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-form.dialog.ts	false	{startLine=26.0, endLine=26.0, startOffset=2.0, endOffset=12.0}	2min	38fc3aa3201be3fc0d2eca460eced79f	OPEN
2026-06-17T16:41:58+0000	27.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	702b6a97-8faa-45f7-bcd7-44563bd9bbf0	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'appointmentService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-form.dialog.ts	false	{startLine=27.0, endLine=27.0, startOffset=2.0, endOffset=28.0}	2min	353c834503f1b0c1b89915a454574253	OPEN
2026-06-17T16:41:58+0000	28.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	87b73fca-7040-4006-8469-cbd6b9c4f223	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'appointmentTypeService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-form.dialog.ts	false	{startLine=28.0, endLine=28.0, startOffset=2.0, endOffset=32.0}	2min	55d06ae9736943c887832820734ef96e	OPEN
2026-06-17T16:41:58+0000	29.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	fd271ed7-113f-4344-a4ac-b88ae9706213	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'userRoleService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-form.dialog.ts	false	{startLine=29.0, endLine=29.0, startOffset=2.0, endOffset=25.0}	2min	413ba1fee2163226cbb0836904904f66	OPEN
2026-06-17T16:41:58+0000	30.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	8dfacdd7-2aa5-4e88-b291-2184aded2b32	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'tenantCtx' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-form.dialog.ts	false	{startLine=30.0, endLine=30.0, startOffset=2.0, endOffset=19.0}	2min	fe261700e8e5053e3822d6b04530b92a	OPEN
2026-06-17T16:41:58+0000	31.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	26e1f191-bfcd-4b1e-beb8-7346b372f2e8	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'authService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-form.dialog.ts	false	{startLine=31.0, endLine=31.0, startOffset=2.0, endOffset=21.0}	2min	6c7e5d247a0ad131f41c092397484624	OPEN
2026-06-17T16:41:58+0000	32.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	91566941-febf-4dc6-833d-373ef130537f	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'messageService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-form.dialog.ts	false	{startLine=32.0, endLine=32.0, startOffset=2.0, endOffset=24.0}	2min	36df480421b23553d28f976884da29c3	OPEN
2026-06-17T16:41:58+0000	33.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	760078ea-9312-4dfd-8986-de1794232671	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'transloco' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointment-form.dialog.ts	false	{startLine=33.0, endLine=33.0, startOffset=2.0, endOffset=19.0}	2min	0ed583e5ec892474e0aff3b9706bf85a	OPEN
2026-06-17T16:41:58+0000	36.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	c7046459-a7e9-4116-9e31-0029bd198de0	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'tenantCtx' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointments.page.ts	false	{startLine=36.0, endLine=36.0, startOffset=2.0, endOffset=19.0}	2min	fe261700e8e5053e3822d6b04530b92a	OPEN
2026-06-17T16:41:58+0000	37.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	619797af-d577-4c08-bb90-3987326f413b	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'authService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointments.page.ts	false	{startLine=37.0, endLine=37.0, startOffset=2.0, endOffset=21.0}	2min	6c7e5d247a0ad131f41c092397484624	OPEN
2026-06-17T16:41:58+0000	38.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	1502fd7f-d015-4cd6-9467-e7e7a7cf74dd	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'appointmentService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointments.page.ts	false	{startLine=38.0, endLine=38.0, startOffset=2.0, endOffset=28.0}	2min	353c834503f1b0c1b89915a454574253	OPEN
2026-06-17T16:41:58+0000	39.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	d072e817-45d6-41bd-ba83-ce8ae82b504f	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'dialogService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointments.page.ts	false	{startLine=39.0, endLine=39.0, startOffset=2.0, endOffset=23.0}	2min	433a9f2e31b679330f1887e8d4855f43	OPEN
2026-06-17T16:41:58+0000	40.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	f778733e-ee26-4d95-9e80-e0b5cb1ed6b6	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'messageService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointments.page.ts	false	{startLine=40.0, endLine=40.0, startOffset=2.0, endOffset=24.0}	2min	36df480421b23553d28f976884da29c3	OPEN
2026-06-17T16:41:58+0000	41.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	cf5a97ca-17f5-49d8-97e4-2d040e12e94b	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'transloco' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/appointments/appointments.page.ts	false	{startLine=41.0, endLine=41.0, startOffset=2.0, endOffset=19.0}	2min	0ed583e5ec892474e0aff3b9706bf85a	OPEN
2026-06-17T16:41:58+0000	78.0	typescript:S2933	com.carajillolabs:sif-web	2min	CODE_SMELL	CLEAR		OPEN		MAIN	abf8fc15-1e7f-451c-9616-c560c1c98ee2	MAJOR		ivan.duart@grupogimeno.com	false	INTENTIONAL	NOT_LINKED		"{softwareQuality=MAINTAINABILITY, severity=MEDIUM} / "	Member 'tenantBrandingService' is never reassigned; mark it as `readonly`.	2026-06-15T20:14:57+0000	true	"type-dependent / confusing / "		com.carajillolabs:sif-web:src/app/features/settings/components/branding-settings.ts	false	{startLine=78.0, endLine=78.0, startOffset=2.0, endOffset=31.0}	2min	a0e80b792bedb38fdde902163345f521	OPEN
